preco,condominio,IPTU,metros_quadrados,quartos,banheiros,vagas,endereco
480000,NA,55,171,3 ,2 ,3 ,"Rua Carolina Amado, Irajá"
120000,NA,NA,60,2 ,1 ,NA,"Rua Anama, Vigário Geral"
510000,120,NA,145,3 ,4 ,1 ,"Rua Félix Crame, Pechincha"
400000,NA,NA,100,2 ,3 ,1 ,"Estrada do Tingui, Campo Grande"
400000,NA,1225,161,2 ,3 ,1 ,"Rua Tenente Pimentel, Olaria"
550000,65,150,170,4 ,2 ,1 ,"Rio Comprido, Rio de Janeiro"
450000,100,NA,180,4 ,5 ,1 ,"Rua Professor Santos Moreira, Vargem Pequena"
650000,1100,280,141,4 ,3 ,2 ,"Rua Alberto Cavalcanti, Recreio Dos Bandeirantes"
180000,NA,NA,70,2 ,1 ,1 ,"Rua Murilo de Carvalho, Senador Vasconcelos"
51450,NA,NA,70,1 ,1 ,NA,"Rua Ministro Moreira de Abreu, Pavuna"
240000,170,168,65,2 ,2 ,1 ,"Rua Renato Meira Lima, Tanque"
75000,NA,NA,70,2 ,1 ,NA,"Rua Lima Drumond, Vaz Lobo"
499000,NA,NA,180,3 ,2 ,1 ,"Rua Jerônimo de Lemos, Vila Isabel"
350000,400,NA,110,2 ,1 ,1 ,"Rua Professor Sílvio Elia, Vargem Grande"
500000,NA,78,329,3 ,4 ,2 ,"Rua Piuna, Oswaldo Cruz"
350000,NA,266,105,3 ,2 ,2 ,"Piedade, Rio de Janeiro"
2390000,800,1050,340,3 ,3 ,5 ,"Rua José de Figueiredo, Barra da Tijuca"
850000,491,2431,209,3 ,3 ,1 ,"Rua Francisca Sales, Freguesia- Jacarepaguá"
1550000,1000,3243,258,3 ,7 ,2 ,"Rua Afonso Carlos Marques dos Santos, Recreio Dos Bandeirantes"
279900,450,1,80,3 ,2 ,1 ,"Estrada Cachamorra, Campo Grande"
1500000,450,2100,260,3 ,5 ,4 ,"Rua São Pedro da Aldeia, Freguesia- Jacarepaguá"
1200000,NA,NA,300,1 ,NA,2 ,"Rua Marechal Pires Ferreira, Cosme Velho"
950000,1300,1200,159,4 ,2 ,2 ,"Rua Elisio de Araújo, Vargem Pequena"
280000,NA,NA,11,2 ,1 ,1 ,"Campo Grande, Rio de Janeiro"
790000,150,258,200,3 ,4 ,3 ,"Rua Iracema de Alencar, Taquara"
755000,NA,180,150,3 ,4 ,1 ,"Rua Sá Viana, Grajaú"
3380000,950,820,328,4 ,4 ,3 ,"Rua Calheiros Gomes, Barra da Tijuca"
1250000,NA,571,292,4 ,3 ,4 ,"Jardim Guanabara, Rio de Janeiro"
450000,NA,NA,110,3 ,2 ,NA,"Rua Silva Guimarães, Tijuca"
2300000,NA,415,175,4 ,3 ,2 ,"Rua Odílio Bacelar, Urca"
100000,NA,NA,60,2 ,2 ,NA,"Colégio, Rio de Janeiro"
120000,NA,70,60,3 ,1 ,NA,"Andaraí, Rio de Janeiro"
3800000,1000,1400,580,5 ,5 ,3 ,"Rua José de Brito, Barra da Tijuca"
350000,NA,588,180,3 ,4 ,1 ,"Rua Paes de Andrade, Riachuelo"
400000,NA,NA,100,2 ,3 ,1 ,"Estrada do Tingui, Campo Grande"
400000,NA,1225,161,2 ,3 ,1 ,"Rua Tenente Pimentel, Olaria"
550000,65,150,170,4 ,2 ,1 ,"Rio Comprido, Rio de Janeiro"
450000,100,NA,180,4 ,5 ,1 ,"Rua Professor Santos Moreira, Vargem Pequena"
650000,1100,280,141,4 ,3 ,2 ,"Rua Alberto Cavalcanti, Recreio Dos Bandeirantes"
180000,NA,NA,70,2 ,1 ,1 ,"Rua Murilo de Carvalho, Senador Vasconcelos"
51450,NA,NA,70,1 ,1 ,NA,"Rua Ministro Moreira de Abreu, Pavuna"
240000,170,168,65,2 ,2 ,1 ,"Rua Renato Meira Lima, Tanque"
75000,NA,NA,70,2 ,1 ,NA,"Rua Lima Drumond, Vaz Lobo"
499000,NA,NA,180,3 ,2 ,1 ,"Rua Jerônimo de Lemos, Vila Isabel"
350000,400,NA,110,2 ,1 ,1 ,"Rua Professor Sílvio Elia, Vargem Grande"
500000,NA,78,329,3 ,4 ,2 ,"Rua Piuna, Oswaldo Cruz"
2390000,800,1050,340,3 ,3 ,5 ,"Rua José de Figueiredo, Barra da Tijuca"
850000,491,2431,209,3 ,3 ,1 ,"Rua Francisca Sales, Freguesia- Jacarepaguá"
1550000,1000,3243,258,3 ,7 ,2 ,"Rua Afonso Carlos Marques dos Santos, Recreio Dos Bandeirantes"
279900,450,1,80,3 ,2 ,1 ,"Estrada Cachamorra, Campo Grande"
1500000,450,2100,260,3 ,5 ,4 ,"Rua São Pedro da Aldeia, Freguesia- Jacarepaguá"
180000,NA,154,71,4 ,1 ,1 ,"Praça Engenho Novo, Engenho Novo"
750000,NA,4472,300,5 ,5 ,1 ,"Rua Francisca Sales, Freguesia- Jacarepaguá"
470000,30,390,160,3 ,4 ,2 ,"Avenida dos Mananciais, Taquara"
519900,80,89,166,3 ,4 ,3 ,"Rua Retiro dos Artistas, Jacarepaguá"
1800000,1300,1071,375,4 ,2 ,4 ,"Barra da Tijuca, Rio de Janeiro"
495000,NA,160,285,3 ,1 ,2 ,"Rua do Pirilampo, Curicica"
50000,NA,NA,72,2 ,2 ,NA,"Rua Enóquio da Silva, Guaratiba"
730000,NA,1742,207,3 ,6 ,1 ,"Rua Sá Viana, Grajaú"
420000,100,NA,100,2 ,2 ,2 ,"Rua Manuel Pereira da Costa, Tauá"
405000,NA,NA,100,2 ,2 ,3 ,"Rua dos Rubis, Rocha Miranda"
227000,NA,NA,120,2 ,1 ,1 ,"Realengo, Rio de Janeiro"
375000,NA,NA,118,2 ,1 ,1 ,"Rua Severiano Monteiro, Vista Alegre"
890000,NA,NA,155,3 ,3 ,1 ,"Rua Senador Furtado, Maracanã"
750000,NA,7277,107,3 ,2 ,NA,"Rua José Higino, Tijuca"
1990000,NA,NA,250,3 ,3 ,2 ,"Rua Ana Bral, Irajá"
260000,NA,NA,120,2 ,2 ,3 ,"Rua Valzinho Teixeira, Campo Grande"
4150000,1050,3500,230,3 ,4 ,2 ,"Rua Pacheco Leão, Jardim Botânico"
370000,NA,NA,106,2 ,1 ,1 ,"Avenida Lusitania, Penha"
280000,145,NA,360,4 ,3 ,1 ,"Estrada da Água Branca, Padre Miguel"
340000,50,NA,81,2 ,1 ,1 ,"Rua Abadie Faria Rosa, Cordovil"
170000,NA,NA,105,2 ,2 ,NA,"Rua Capitão Macieira, Madureira"
480000,NA,NA,83,2 ,1 ,1 ,"Rua Maria Tereza, Portuguesa"
960000,1100,937,200,3 ,2 ,2 ,"Freguesia- Jacarepaguá, Rio de Janeiro"
450000,NA,NA,192,4 ,4 ,3 ,"Rua Professor Garfield de Almeida, Bento Ribeiro"
260000,NA,NA,120,2 ,2 ,3 ,"Rua Valzinho Teixeira, Campo Grande"
4150000,1050,3500,230,3 ,4 ,2 ,"Rua Pacheco Leão, Jardim Botânico"
370000,NA,NA,106,2 ,1 ,1 ,"Avenida Lusitania, Penha"
280000,145,NA,360,4 ,3 ,1 ,"Estrada da Água Branca, Padre Miguel"
441000,100,NA,200,3 ,2 ,2 ,"Anil, Rio de Janeiro"
340000,50,NA,81,2 ,1 ,1 ,"Rua Abadie Faria Rosa, Cordovil"
170000,NA,NA,105,2 ,2 ,NA,"Rua Capitão Macieira, Madureira"
450000,NA,NA,192,4 ,4 ,3 ,"Rua Professor Garfield de Almeida, Bento Ribeiro"
415000,NA,1759,384,4 ,2 ,2 ,"Rua Santo Terêncio, Campo Grande"
3600000,850,256,454,4 ,6 ,3 ,"São Conrado, Rio de Janeiro"
259000,NA,498,127,3 ,2 ,1 ,"Rua Piraquê, Madureira"
480000,NA,13,102,3 ,3 ,2 ,"Rua Ouro Preto, Quintino Bocaiúva"
480000,NA,13,102,3 ,3 ,2 ,"Rua Ouro Preto, Quintino Bocaiúva"
178619,NA,NA,135,1 ,1 ,NA,"Rua Doutor Bernardino, Praça Seca"
990000,NA,NA,200,4 ,1 ,2 ,"Avenida Miguel Antônio Fernandes, Recreio Dos Bandeirantes"
688000,NA,98,188,3 ,3 ,3 ,"Rua José Silva, Jacarepaguá"
2100000,900,678,376,3 ,4 ,2 ,"Estrada Vereador Alceu de Carvalho, Recreio Dos Bandeirantes"
3650000,1500,300,465,4 ,6 ,4 ,"Avenida Rachel de Queiroz, Barra da Tijuca"
500000,NA,1160,218,2 ,3 ,NA,"Rua Guarani, Quintino Bocaiúva"
1600000,1600,5000,280,5 ,6 ,3 ,"Estrada Vereador Alceu de Carvalho, Recreio Dos Bandeirantes"
4300000,900,1384,700,4 ,5 ,2 ,"Avenida das Américas, Barra da Tijuca"
580000,NA,NA,125,3 ,4 ,1 ,"Rua Agenor Moreira, Tijuca"
740000,NA,146,217,3 ,3 ,3 ,"Praça Seca, Rio de Janeiro"
180000,NA,NA,110,2 ,1 ,NA,"Rua Comandante Coelho, Vista Alegre"
450000,1,746,93,2 ,2 ,2 ,"Rua Gomensoro, Olaria"
850000,400,6000,120,4 ,3 ,2 ,"Rua Desembargador Wellington Jones Paiva, Vargem Pequena"
400000,NA,110,75,2 ,1 ,1 ,"Rua Duque de Caxias, Vila Isabel"
400000,120,933,100,2 ,1 ,2 ,"Tauá, Rio de Janeiro"
490000,300,NA,130,3 ,4 ,2 ,"Rua Imuta, Pechincha"
399000,NA,NA,120,3 ,1 ,4 ,"Campo Grande, Rio de Janeiro"
480000,NA,573,148,3 ,2 ,3 ,"Rua Caranda, Piedade"
550000,NA,200,250,3 ,4 ,5 ,"Rua Soldado Damasio Gomes, Curicica"
150000,NA,670,140,2 ,2 ,NA,"Rua Parapui, Campo Grande"
799000,NA,252,76,2 ,2 ,3 ,"Rua General Roca, Tijuca"
790000,587,969,108,4 ,5 ,3 ,"Estrada dos Bandeirantes, Vargem Pequena"
1150000,1300,521,187,3 ,4 ,2 ,"Rua José Américo de Almeida, Recreio Dos Bandeirantes"
570000,NA,645,154,3 ,2 ,3 ,"Rua Olímpia do Couto, Pechincha"
549999,150,NA,101,3 ,2 ,NA,"Rua São Francisco Xavier, Tijuca"
480000,NA,10130,191,2 ,2 ,2 ,"Tauá, Rio de Janeiro"
170000,NA,NA,56,1 ,1 ,NA,"Rua Catolé, Irajá"
385000,50,NA,126,3 ,1 ,3 ,"Rua Moranga, Inhoaíba"
1100000,NA,320,310,3 ,3 ,4 ,"Rua Potiguara, Freguesia- Jacarepaguá"
620000,NA,NA,270,3 ,4 ,3 ,"Rua Doutor Crespo, Recreio Dos Bandeirantes"
1085000,NA,NA,252,4 ,5 ,2 ,"Jardim Guanabara, Rio de Janeiro"
699000,NA,NA,110,3 ,2 ,2 ,"Avenida Vicente de Carvalho, Vicente de Carvalho"
315000,NA,NA,85,2 ,1 ,1 ,"Campo Grande, Rio de Janeiro"
680000,NA,NA,160,3 ,3 ,1 ,"Portuguesa, Rio de Janeiro"
400000,NA,823,183,4 ,4 ,NA,"Rua Guaravera, Curicica"
399000,NA,NA,120,3 ,1 ,4 ,"Campo Grande, Rio de Janeiro"
480000,NA,573,148,3 ,2 ,3 ,"Rua Caranda, Piedade"
550000,NA,200,250,3 ,4 ,5 ,"Rua Soldado Damasio Gomes, Curicica"
150000,NA,670,140,2 ,2 ,NA,"Rua Parapui, Campo Grande"
799000,NA,252,76,2 ,2 ,3 ,"Rua General Roca, Tijuca"
790000,587,969,108,4 ,5 ,3 ,"Estrada dos Bandeirantes, Vargem Pequena"
1150000,1300,521,187,3 ,4 ,2 ,"Rua José Américo de Almeida, Recreio Dos Bandeirantes"
570000,NA,645,154,3 ,2 ,3 ,"Rua Olímpia do Couto, Pechincha"
549999,150,NA,101,3 ,2 ,NA,"Rua São Francisco Xavier, Tijuca"
480000,NA,10130,191,2 ,2 ,2 ,"Tauá, Rio de Janeiro"
320000,NA,798,158,2 ,2 ,NA,"Higienópolis, Rio de Janeiro"
170000,NA,NA,56,1 ,1 ,NA,"Rua Catolé, Irajá"
385000,50,NA,126,3 ,1 ,3 ,"Rua Moranga, Inhoaíba"
620000,NA,NA,270,3 ,4 ,3 ,"Rua Doutor Crespo, Recreio Dos Bandeirantes"
1085000,NA,NA,252,4 ,5 ,2 ,"Jardim Guanabara, Rio de Janeiro"
699000,NA,NA,110,3 ,2 ,2 ,"Avenida Vicente de Carvalho, Vicente de Carvalho"
315000,NA,NA,85,2 ,1 ,1 ,"Campo Grande, Rio de Janeiro"
680000,NA,NA,160,3 ,3 ,1 ,"Portuguesa, Rio de Janeiro"
400000,NA,823,183,4 ,4 ,NA,"Rua Guaravera, Curicica"
700000,NA,NA,147,3 ,2 ,NA,"Estrada da Barra da Tijuca, Barra da Tijuca"
580000,NA,227,199,4 ,4 ,2 ,"Rua Tenente Costa, Méier"
759000,400,NA,260,5 ,10 ,2 ,"Rua Kattrin Kemper, Taquara"
190000,NA,NA,48,2 ,1 ,1 ,"Rua Iracu, Parada de Lucas"
1930000,1590,NA,235,4 ,5 ,2 ,"Estrada Vereador Alceu de Carvalho, Recreio Dos Bandeirantes"
580000,500,NA,99,3 ,4 ,3 ,"Freguesia- Jacarepaguá, Rio de Janeiro"
550000,NA,NA,96,3 ,2 ,NA,"Rua Orica, Braz de Pina"
280000,NA,NA,180,2 ,2 ,NA,"Rua Vítor Meireles, Riachuelo"
120000,NA,NA,62,2 ,1 ,NA,"Rua Tacaratu, Rocha Miranda"
230000,NA,NA,75,3 ,1 ,1 ,"Rua Paramirim, Bento Ribeiro"
449990,180,NA,100,3 ,3 ,1 ,"Rua Manuel Vieira, Tanque"
38000,NA,NA,30,1 ,1 ,NA,"Rua Sargento Jaime, Campo Grande"
240000,NA,NA,80,2 ,2 ,1 ,"Rua Punta Del Este, Campo Grande"
550000,NA,2455,82,3 ,3 ,1 ,"Rua do Rocha, Rocha"
2100000,800,480,365,5 ,5 ,2 ,"Rua Augusto Camossa Saldanha, Barra da Tijuca"
3255000,900,702,540,6 ,6 ,3 ,"Cosme Velho, Rio de Janeiro"
3900000,700,NA,568,5 ,8 ,2 ,"Rua Sara Vilela, Jardim Botânico"
450000,NA,NA,220,4 ,2 ,4 ,"Campo Grande, Rio de Janeiro"
150000,NA,NA,60,2 ,1 ,NA,"Rua Diomedes Trota, Ramos"
169900,NA,NA,80,2 ,1 ,1 ,"Rua José Maurício Melo, Campo Grande"
350000,NA,162,84,2 ,1 ,NA,"Rua Guaranésia,  Vila Valqueire"
509000,NA,618,225,3 ,2 ,2 ,"Campo Grande, Rio de Janeiro"
50000,NA,NA,45,2 ,1 ,NA,"Rua Pedro Gomes, Realengo"
180000,300,NA,54,2 ,1 ,1 ,"Rua José Soares Ferreira, Campo Grande"
420000,50,NA,224,2 ,2 ,3 ,"Estrada dos Bandeirantes, Vargem Pequena"
580000,NA,2270,200,4 ,3 ,2 ,"Rua Tenente Costa, Méier"
490000,NA,983,194,3 ,1 ,3 ,"Rua Bore,  Vila Valqueire"
800000,NA,277,120,3 ,3 ,1 ,"Travessa Matilde, Tijuca"
900000,300,NA,161,3 ,3 ,2 ,"Estrada do Itanhangá, Itanhangá"
150000,NA,NA,60,2 ,1 ,NA,"Rua Diomedes Trota, Ramos"
169900,NA,NA,80,2 ,1 ,1 ,"Rua José Maurício Melo, Campo Grande"
580000,NA,1368,246,4 ,6 ,2 ,"Rua Maria Antônia, Engenho Novo"
3500000,NA,2057,518,4 ,1 ,2 ,"Rua Ministro Artur Ribeiro, Jardim Botânico"
350000,NA,162,84,2 ,1 ,NA,"Rua Guaranésia,  Vila Valqueire"
509000,NA,618,225,3 ,2 ,2 ,"Campo Grande, Rio de Janeiro"
520000,NA,160,150,4 ,3 ,1 ,"Engenho De Dentro, Rio de Janeiro"
50000,NA,NA,45,2 ,1 ,NA,"Rua Pedro Gomes, Realengo"
180000,300,NA,54,2 ,1 ,1 ,"Rua José Soares Ferreira, Campo Grande"
420000,50,NA,224,2 ,2 ,3 ,"Estrada dos Bandeirantes, Vargem Pequena"
580000,NA,2270,200,4 ,3 ,2 ,"Rua Tenente Costa, Méier"
490000,NA,983,194,3 ,1 ,3 ,"Rua Bore,  Vila Valqueire"
800000,NA,277,120,3 ,3 ,1 ,"Travessa Matilde, Tijuca"
200000,NA,NA,53,2 ,1 ,NA,"Rua Oliveira Figueiredo, Vaz Lobo"
900000,300,NA,161,3 ,3 ,2 ,"Estrada do Itanhangá, Itanhangá"
730000,1600,447,180,4 ,4 ,2 ,"Avenida Gilka Machado, Recreio Dos Bandeirantes"
900000,NA,NA,129,3 ,1 ,1 ,"Rua Dezoito de Outubro, Tijuca"
315000,NA,459,133,3 ,2 ,1 ,"Rua Luís Vargas, Piedade"
350000,NA,NA,188,4 ,3 ,1 ,"Rua Fernandes Marinho, Oswaldo Cruz"
5250000,NA,NA,610,7 ,NA,15 ,"Rua Prudência do Amaral, Barra da Tijuca"
450000,160,485,88,2 ,4 ,2 ," Vila Valqueire, Rio de Janeiro"
2500000,800,564,439,5 ,4 ,3 ,"Jacarepaguá, Rio de Janeiro"
1200000,NA,NA,153,3 ,5 ,2 ,"Rua Doutor Crespo, Recreio Dos Bandeirantes"
1299990,NA,NA,230,4 ,6 ,3 ,"Rua Doutor Crespo, Recreio Dos Bandeirantes"
550000,NA,2460,288,3 ,3 ,6 ,"Rua Uaruma, Higienópolis"
165000,NA,NA,98,2 ,1 ,1 ,"Rua Surui, Brás de Pina"
2000000,1262,700,360,4 ,4 ,4 ,"Barra da Tijuca, Rio de Janeiro"
849000,NA,NA,222,4 ,4 ,2 ,"Rua Escritor Elie Wiesel, Recreio Dos Bandeirantes"
990000,NA,2535,236,3 ,3 ,1 ,"Rua Santa Luísa, Maracanã"
500000,NA,1032,113,3 ,2 ,2 ,"Rua Sá Viana, Grajaú"
427000,NA,NA,340,3 ,3 ,2 ,"Rua Leocádia, Realengo"
160000,NA,NA,75,2 ,1 ,1 ,"Rua Uberlândia, Realengo"
330000,50,NA,100,3 ,2 ,1 ,"Madureira, Rio de Janeiro"
1600000,NA,3474,314,4 ,5 ,2 ,"Rua Jornalista Luiz Eduardo Lobo, Vargem Pequena"
215000,NA,1,130,3 ,2 ,NA,"Rua Getúlio Machado, Vila Kosmos"
860000,NA,214,158,3 ,4 ,3 ,"Rua Jorge Veiga, Portuguesa"
355000,NA,25,50,2 ,1 ,NA,"Rua Teodoro da Silva, Vila Isabel"
400000,NA,NA,94,3 ,2 ,1 ,"Estrada Cachamorra, Campo Grande"
890000,NA,NA,155,3 ,3 ,1 ,"Rua Senador Furtado, Maracanã"
890000,500,NA,122,2 ,2 ,2 ,"Rua Deputado José da Rocha Ribas, Barra da Tijuca"
220000,NA,NA,80,2 ,2 ,1 ,"Rua Barão de Petrópolis, Rio Comprido"
630000,100,NA,104,3 ,3 ,2 ,"Rua Dom Casmurro, Anil"
4200000,1158,NA,257,5 ,7 ,3 ,"Avenida Lúcio Costa, Barra da Tijuca"
559990,NA,64,256,3 ,3 ,2 ,"Estrada do Cafundá, Taquara"
330000,75,NA,130,2 ,3 ,2 ,"Rua Àvila, Bangu"
270000,NA,NA,78,2 ,1 ,1 ,"Rua das Nêsperas, Campo Grande"
130000,NA,NA,60,1 ,1 ,NA,"Rua Agrário Menezes, Vicente de Carvalho"
600000,NA,NA,317,4 ,4 ,4 ,"Rua Moisés Rabinovich, Campo Grande"
550000,NA,843,94,3 ,3 ,1 ,"Rua Pedro Moacir,  Vila Valqueire"
2100000,450,NA,330,5 ,NA,2 ,"Estrada Vereador Alceu de Carvalho, Vargem Grande"
280000,50,496,141,3 ,1 ,1 ,"Rua Pedro Teles, Praça Seca"
360000,NA,NA,120,3 ,1 ,5 ,"Rua Manuel Vieira, Tanque"
960000,NA,NA,140,3 ,3 ,2 ,"Jardim Guanabara, Rio de Janeiro"
1100000,580,696,68,3 ,1 ,3 ,"Rua José Higino, Tijuca"
400000,NA,NA,90,2 ,1 ,4 ,"Rua Samin, Irajá"
550000,NA,2460,288,3 ,3 ,6 ,"Rua Uaruma, Higienópolis"
165000,NA,NA,98,2 ,1 ,1 ,"Rua Surui, Brás de Pina"
2000000,1262,700,360,4 ,4 ,4 ,"Barra da Tijuca, Rio de Janeiro"
849000,NA,NA,222,4 ,4 ,2 ,"Rua Escritor Elie Wiesel, Recreio Dos Bandeirantes"
500000,NA,1032,113,3 ,2 ,2 ,"Rua Sá Viana, Grajaú"
300000,NA,85,120,3 ,1 ,1 ,"Rua Paes de Andrade, Sampaio"
220500,NA,NA,70,2 ,2 ,1 ,"Rua Mira Schendel, Campo Grande"
427000,NA,NA,340,3 ,3 ,2 ,"Rua Leocádia, Realengo"
160000,NA,NA,75,2 ,1 ,1 ,"Rua Uberlândia, Realengo"
